"","tree","plot","week","site","rep","time","lwc_bulk","lwc_leaf","mpa","species","date"
"85",11,"Rohan",14,"LL","3","MD",NA,1.52889539136796,2.75,"ARCA",2022-04-06
"86",11,"Rohan",14,"LL","3","PD",NA,NA,0.716,"ARCA",2022-04-04
"87",11,"Rohan",14,"LL","4","MD",NA,1.93853427895981,2.6,"ARCA",2022-04-06
"88",11,"Rohan",14,"LL","4","PD",NA,NA,0.992,"ARCA",2022-04-04
"89",11,"Rohan",14,"LL","5","MD",NA,1.60038240917782,2.55,"ARCA",2022-04-06
"90",11,"Rohan",14,"LL","5","PD",NA,NA,0.445,"ARCA",2022-04-04
"91",11,"Rohan",14,"LL","6","MD",NA,1.86948176583493,2.55,"ARCA",2022-04-06
"92",11,"Rohan",14,"LL","6","PD",NA,NA,NA,"ARCA",NA
"93",11,"Rohan",14,"LL","7","MD",NA,NA,2.55,"ARCA",2022-04-06
"94",11,"Rohan",14,"LL","7","PD",NA,NA,NA,"ARCA",NA
"95",11,"Rohan",15,"LL","1","MD",NA,1.44379639448568,3.348,"ARCA",2022-04-13
"96",11,"Rohan",15,"LL","1","PD",NA,1.50927487352445,2.223,"ARCA",2022-04-11
"97",11,"Rohan",15,"LL","2","MD",NA,1.40449438202247,3.443,"ARCA",2022-04-13
"98",11,"Rohan",15,"LL","2","PD",NA,1.47707006369427,2.039,"ARCA",2022-04-11
"99",11,"Rohan",15,"LL","3","MD",NA,2.32754716981132,3.46,"ARCA",2022-04-13
"100",11,"Rohan",15,"LL","3","PD",NA,1.46926406926407,2.1,"ARCA",2022-04-11
"101",11,"Rohan",15,"LL","4","MD",NA,2.37785016286645,3.476,"ARCA",2022-04-13
"102",11,"Rohan",15,"LL","4","PD",NA,1.0467032967033,2.443,"ARCA",2022-04-11
"103",11,"Rohan",15,"LL","5","MD",NA,0.925719591457753,3.476,"ARCA",2022-04-13
"104",11,"Rohan",15,"LL","5","PD",NA,1.16111111111111,2.143,"ARCA",2022-04-11
"105",11,"Rohan",15,"LL","6","MD",NA,2.23066392881588,NA,"ARCA",2022-04-13
"106",11,"Rohan",15,"LL","6","PD",NA,1.10544554455446,2.362,"ARCA",2022-04-11
"107",11,"Rohan",17,"LL","1","MD",2.40589743589744,NA,3.15,"ARCA",2022-04-25
"108",11,"Rohan",17,"LL","1","PD",1.21156008696304,NA,2.418,"ARCA",2022-04-25
"109",11,"Rohan",17,"LL","2","MD",2.40589743589744,NA,3.15,"ARCA",2022-04-25
"110",11,"Rohan",17,"LL","2","PD",1.21156008696304,NA,2.591,"ARCA",2022-04-25
"111",11,"Rohan",17,"LL","3","MD",2.40589743589744,NA,3.25,"ARCA",2022-04-25
"112",11,"Rohan",17,"LL","3","PD",1.21156008696304,NA,2.751,"ARCA",2022-04-25
"113",11,"Rohan",17,"LL","4","MD",NA,NA,NA,"ARCA",NA
"114",11,"Rohan",17,"LL","4","PD",1.21156008696304,NA,2.666,"ARCA",2022-04-25
"115",11,"Rohan",17,"LL","5","MD",NA,NA,NA,"ARCA",NA
"116",11,"Rohan",17,"LL","5","PD",1.21156008696304,NA,2.951,"ARCA",2022-04-25
"117",11,"Rohan",17,"LL","6","MD",NA,NA,NA,"ARCA",NA
"118",11,"Rohan",17,"LL","6","PD",1.21156008696304,NA,2.958,"ARCA",2022-04-25
"119",11,"Rohan",21,"LL","1","MD",NA,NA,4.8,"ARCA",2022-05-23
"120",11,"Rohan",21,"LL","1","PD",0.871698113207547,NA,2.881,"ARCA",2022-05-23
"121",11,"Rohan",21,"LL","2","MD",NA,NA,3.4,"ARCA",2022-05-23
"122",11,"Rohan",21,"LL","2","PD",0.871698113207547,NA,3.403,"ARCA",2022-05-23
"123",11,"Rohan",21,"LL","3","MD",NA,NA,4.35,"ARCA",2022-05-23
"124",11,"Rohan",21,"LL","3","PD",0.871698113207547,NA,3.271,"ARCA",2022-05-23
"125",11,"Rohan",21,"LL","4","MD",NA,NA,4.5,"ARCA",2022-05-23
"126",11,"Rohan",21,"LL","4","PD",0.871698113207547,NA,3.341,"ARCA",2022-05-23
"127",11,"Rohan",21,"LL","5","MD",NA,NA,4.8,"ARCA",2022-05-23
"128",11,"Rohan",21,"LL","5","PD",0.871698113207547,NA,3.04,"ARCA",2022-05-23
"129",11,"Rohan",21,"LL","6","MD",NA,NA,4.65,"ARCA",2022-05-23
"130",11,"Rohan",21,"LL","6","PD",0.871698113207547,NA,3.314,"ARCA",2022-05-23
"131",12,"High",10,"Cucu Mesa","1","MD",NA,1.93694779116466,2.12,"ARCA",2022-03-08
"132",12,"High",10,"Cucu Mesa","1","PD",NA,2.13833992094862,1.34,"ARCA",2022-03-08
"133",12,"High",10,"Cucu Mesa","2","MD",NA,1.68757225433526,2.3,"ARCA",2022-03-08
"134",12,"High",10,"Cucu Mesa","2","PD",NA,1.69403973509934,1.68,"ARCA",2022-03-08
"135",12,"High",10,"Cucu Mesa","3","MD",NA,2.22139917695473,2.14,"ARCA",2022-03-08
"136",12,"High",10,"Cucu Mesa","3","PD",NA,2.30482456140351,1.29,"ARCA",2022-03-08
"137",12,"High",10,"Cucu Mesa","4","MD",NA,1.85657370517928,2.302,"ARCA",2022-03-08
"138",12,"High",10,"Cucu Mesa","4","PD",NA,2.06456310679612,1.33,"ARCA",2022-03-08
"139",12,"High",10,"Cucu Mesa","5","MD",NA,1.6971119133574,2.52,"ARCA",2022-03-08
"140",12,"High",10,"Cucu Mesa","5","PD",NA,2.09858156028369,1.52,"ARCA",2022-03-08
"141",12,"High",10,"Cucu Mesa","6","MD",NA,1.7872641509434,2.46,"ARCA",2022-03-08
"142",12,"High",10,"Cucu Mesa","6","PD",NA,2.05725190839695,1.49,"ARCA",2022-03-08
"143",12,"High",10,"Cucu Mesa","7","MD",NA,NA,NA,"ARCA",NA
"144",12,"High",10,"Cucu Mesa","7","PD",NA,1.53688524590164,1.87,"ARCA",2022-03-08
"145",12,"High",10,"Cucu Mesa","8","MD",NA,NA,NA,"ARCA",NA
"146",12,"High",10,"Cucu Mesa","8","PD",NA,1.44108527131783,1.66,"ARCA",2022-03-08
"147",12,"High",14,"Cucu Mesa","1","MD",NA,NA,NA,"ARCA",NA
"148",12,"High",14,"Cucu Mesa","1","PD",NA,NA,0.108,"ARCA",2022-04-04
"149",12,"High",14,"Cucu Mesa","2","MD",NA,NA,NA,"ARCA",NA
"150",12,"High",14,"Cucu Mesa","2","PD",NA,NA,0.325,"ARCA",2022-04-04
"151",12,"High",14,"Cucu Mesa","3","MD",NA,NA,NA,"ARCA",NA
"152",12,"High",14,"Cucu Mesa","3","PD",NA,NA,0.448,"ARCA",2022-04-04
"153",12,"High",14,"Cucu Mesa","4","MD",NA,NA,NA,"ARCA",NA
"154",12,"High",14,"Cucu Mesa","4","PD",NA,NA,0.582,"ARCA",2022-04-04
"155",12,"High",14,"Cucu Mesa","5","MD",NA,NA,NA,"ARCA",NA
"156",12,"High",14,"Cucu Mesa","5","PD",NA,NA,0.742,"ARCA",2022-04-04
"157",12,"High",14,"Cucu Mesa","6","MD",NA,NA,NA,"ARCA",NA
"158",12,"High",14,"Cucu Mesa","6","PD",NA,NA,0.568,"ARCA",2022-04-04
"159",12,"High",14,"Cucu Mesa","7","MD",NA,NA,NA,"ARCA",NA
"160",12,"High",14,"Cucu Mesa","7","PD",NA,NA,0.248,"ARCA",2022-04-04
"161",12,"High",14,"Cucu Mesa","8","MD",NA,NA,NA,"ARCA",NA
"162",12,"High",14,"Cucu Mesa","8","PD",NA,NA,0.343,"ARCA",2022-04-04
"163",12,"High",15,"Cucu Mesa","1","MD",NA,1.36080870917574,2.721,"ARCA",2022-04-13
"164",12,"High",15,"Cucu Mesa","1","PD",NA,NA,NA,"ARCA",NA
"165",12,"High",15,"Cucu Mesa","2","MD",NA,1.14883007288071,3.148,"ARCA",2022-04-13
"166",12,"High",15,"Cucu Mesa","2","PD",NA,NA,NA,"ARCA",NA
"167",12,"High",15,"Cucu Mesa","3","MD",NA,1.33190210390726,2.901,"ARCA",2022-04-13
"168",12,"High",15,"Cucu Mesa","3","PD",NA,NA,NA,"ARCA",NA
"169",12,"High",15,"Cucu Mesa","4","MD",NA,1.48427260812582,3.05,"ARCA",2022-04-13
"170",12,"High",15,"Cucu Mesa","4","PD",NA,NA,NA,"ARCA",NA
"171",12,"High",15,"Cucu Mesa","5","MD",NA,1.21357111787734,3.017,"ARCA",2022-04-13
"172",12,"High",15,"Cucu Mesa","5","PD",NA,NA,NA,"ARCA",NA
"173",12,"High",15,"Cucu Mesa","6","MD",NA,1.09256198347107,3.069,"ARCA",2022-04-13
"174",12,"High",15,"Cucu Mesa","6","PD",NA,NA,NA,"ARCA",NA
"175",12,"High",21,"Cucu Mesa","1","MD",0.609947643979058,NA,4.458,"ARCA",2022-05-23
"176",12,"High",21,"Cucu Mesa","1","PD",NA,NA,4.55,"ARCA",2022-05-23
"177",12,"High",21,"Cucu Mesa","2","MD",0.609947643979058,NA,4.648,"ARCA",2022-05-23
"178",12,"High",21,"Cucu Mesa","2","PD",NA,NA,4.15,"ARCA",2022-05-23
"179",12,"High",21,"Cucu Mesa","3","MD",0.609947643979058,NA,4.554,"ARCA",2022-05-23
"180",12,"High",21,"Cucu Mesa","3","PD",NA,NA,4.35,"ARCA",2022-05-23
"181",12,"High",21,"Cucu Mesa","4","MD",0.609947643979058,NA,4.188,"ARCA",2022-05-23
"182",12,"High",21,"Cucu Mesa","4","PD",NA,NA,4.975,"ARCA",2022-05-23
"183",12,"High",21,"Cucu Mesa","5","MD",0.609947643979058,NA,4.388,"ARCA",2022-05-23
"184",12,"High",21,"Cucu Mesa","5","PD",NA,NA,5.25,"ARCA",2022-05-23
"185",12,"High",21,"Cucu Mesa","6","MD",0.609947643979058,NA,4.129,"ARCA",2022-05-23
"186",12,"High",21,"Cucu Mesa","6","PD",NA,NA,4.45,"ARCA",2022-05-23
"187",12,"High",29,"Cucu Mesa","1","MD",NA,NA,NA,"ARCA",NA
"188",12,"High",29,"Cucu Mesa","1","PD",NA,NA,4.9,"ARCA",2022-07-19
"189",12,"High",29,"Cucu Mesa","2","MD",NA,NA,NA,"ARCA",NA
"190",12,"High",29,"Cucu Mesa","2","PD",NA,NA,5.15,"ARCA",2022-07-19
"191",12,"High",29,"Cucu Mesa","3","MD",NA,NA,NA,"ARCA",NA
"192",12,"High",29,"Cucu Mesa","3","PD",NA,NA,4.1,"ARCA",2022-07-19
"193",12,"High",29,"Cucu Mesa","4","MD",NA,NA,NA,"ARCA",NA
"194",12,"High",29,"Cucu Mesa","4","PD",NA,NA,3,"ARCA",2022-07-19
"195",12,"High",29,"Cucu Mesa","5","MD",NA,NA,NA,"ARCA",NA
"196",12,"High",29,"Cucu Mesa","5","PD",NA,NA,3.2,"ARCA",2022-07-19
"197",12,"High",NA,"Cucu Mesa","1","MD",NA,1.57395833333333,NA,"ARCA",NA
"198",12,"High",NA,"Cucu Mesa","1","PD",NA,NA,NA,"ARCA",NA
"199",12,"High",NA,"Cucu Mesa","2","MD",NA,1.67902097902098,NA,"ARCA",NA
"200",12,"High",NA,"Cucu Mesa","2","PD",NA,NA,NA,"ARCA",NA
"201",12,"High",NA,"Cucu Mesa","3","MD",NA,1.51530054644809,NA,"ARCA",NA
"202",12,"High",NA,"Cucu Mesa","3","PD",NA,NA,NA,"ARCA",NA
"203",12,"High",NA,"Cucu Mesa","4","MD",NA,1.51980198019802,NA,"ARCA",NA
"204",12,"High",NA,"Cucu Mesa","4","PD",NA,NA,NA,"ARCA",NA
"205",12,"High",NA,"Cucu Mesa","5","MD",NA,1.42359550561798,NA,"ARCA",NA
"206",12,"High",NA,"Cucu Mesa","5","PD",NA,NA,NA,"ARCA",NA
"207",12,"High",NA,"Cucu Mesa","6","MD",NA,1.45049504950495,NA,"ARCA",NA
"208",12,"High",NA,"Cucu Mesa","6","PD",NA,NA,NA,"ARCA",NA
"209",12,"High",NA,"Cucu Mesa","7","MD",NA,2.09237288135593,NA,"ARCA",NA
"210",12,"High",NA,"Cucu Mesa","7","PD",NA,NA,NA,"ARCA",NA
"211",1478,"Low",14,"Cucu Mesa","1","MD",NA,NA,NA,"blue oak",NA
"212",1478,"Low",14,"Cucu Mesa","1","PD",1.74375600384246,NA,0.878,"blue oak",2022-04-04
"213",1478,"Low",14,"Cucu Mesa","2","MD",NA,NA,NA,"blue oak",NA
"214",1478,"Low",14,"Cucu Mesa","2","PD",1.74375600384246,NA,0.402,"blue oak",2022-04-04
"215",1478,"Low",14,"Cucu Mesa","3","MD",NA,NA,NA,"blue oak",NA
"216",1478,"Low",14,"Cucu Mesa","3","PD",1.74375600384246,NA,0.768,"blue oak",2022-04-04
"217",1478,"Low",14,"Cucu Mesa","4","MD",NA,NA,NA,"blue oak",NA
"218",1478,"Low",14,"Cucu Mesa","4","PD",1.74375600384246,NA,0.519,"blue oak",2022-04-04
"219",1478,"Low",14,"Cucu Mesa","5","MD",NA,NA,NA,"blue oak",NA
"220",1478,"Low",14,"Cucu Mesa","5","PD",1.74375600384246,NA,0.29,"blue oak",2022-04-04
"221",1478,"Low",15,"Cucu Mesa","1","MD",1.10569763677566,1.03095238095238,1.8,"blue oak",2022-04-13
"222",1478,"Low",15,"Cucu Mesa","1","PD",NA,NA,NA,"blue oak",NA
"223",1478,"Low",15,"Cucu Mesa","2","MD",1.10569763677566,0.96137339055794,1.951,"blue oak",2022-04-13
"224",1478,"Low",15,"Cucu Mesa","2","PD",NA,NA,NA,"blue oak",NA
"225",1478,"Low",15,"Cucu Mesa","3","MD",1.10569763677566,1.01223776223776,1.295,"blue oak",2022-04-13
"226",1478,"Low",15,"Cucu Mesa","3","PD",NA,NA,NA,"blue oak",NA
"227",1478,"Low",15,"Cucu Mesa","4","MD",1.10569763677566,0.944043321299639,1.584,"blue oak",2022-04-13
"228",1478,"Low",15,"Cucu Mesa","4","PD",NA,NA,NA,"blue oak",NA
"229",1478,"Low",15,"Cucu Mesa","5","MD",1.10569763677566,0.965648854961832,1.822,"blue oak",2022-04-13
"230",1478,"Low",15,"Cucu Mesa","5","PD",NA,NA,NA,"blue oak",NA
"231",1478,"Low",17,"Cucu Mesa","1","MD",1.0197904540163,NA,2.401,"blue oak",2022-04-27
"232",1478,"Low",17,"Cucu Mesa","1","PD",1.0767414403778,NA,0.882,"blue oak",2022-04-27
"233",1478,"Low",17,"Cucu Mesa","2","MD",1.0197904540163,NA,1.991,"blue oak",2022-04-27
"234",1478,"Low",17,"Cucu Mesa","2","PD",1.0767414403778,NA,0.934,"blue oak",2022-04-27
"235",1478,"Low",17,"Cucu Mesa","3","MD",1.0197904540163,NA,2.271,"blue oak",2022-04-27
"236",1478,"Low",17,"Cucu Mesa","3","PD",1.0767414403778,NA,0.893,"blue oak",2022-04-27
"237",1478,"Low",21,"Cucu Mesa","1","MD",0.667808219178082,NA,4.5,"blue oak",2022-05-23
"238",1478,"Low",21,"Cucu Mesa","1","PD",0.846251790545917,NA,1.608,"blue oak",2022-05-23
"239",1478,"Low",21,"Cucu Mesa","2","MD",0.667808219178082,NA,3.6,"blue oak",2022-05-23
"240",1478,"Low",21,"Cucu Mesa","2","PD",0.846251790545917,NA,1.43,"blue oak",2022-05-23
"241",1478,"Low",21,"Cucu Mesa","3","MD",0.667808219178082,NA,3.85,"blue oak",2022-05-23
"242",1478,"Low",21,"Cucu Mesa","3","PD",0.846251790545917,NA,1.62,"blue oak",2022-05-23
"243",1478,"Low",21,"Cucu Mesa","4","MD",0.667808219178082,NA,4,"blue oak",2022-05-23
"244",1478,"Low",21,"Cucu Mesa","4","PD",NA,NA,NA,"blue oak",NA
"245",1478,"Low",29,"Cucu Mesa","1","MD",0.585769230769231,NA,4.3,"blue oak",2022-07-19
"246",1478,"Low",29,"Cucu Mesa","1","PD",NA,NA,NA,"blue oak",NA
"247",1478,"Low",29,"Cucu Mesa","2","MD",0.585769230769231,NA,4.1,"blue oak",2022-07-19
"248",1478,"Low",29,"Cucu Mesa","2","PD",NA,NA,NA,"blue oak",NA
"249",1478,"Low",29,"Cucu Mesa","3","MD",0.585769230769231,NA,4,"blue oak",2022-07-19
"250",1478,"Low",29,"Cucu Mesa","3","PD",NA,NA,NA,"blue oak",NA
"251",1478,"Low",NA,"Cucu Mesa","1","MD",NA,1.59337748344371,NA,"blue oak",NA
"252",1478,"Low",NA,"Cucu Mesa","1","PD",NA,NA,NA,"blue oak",NA
"253",1478,"Low",NA,"Cucu Mesa","2","MD",NA,1.54553191489362,NA,"blue oak",NA
"254",1478,"Low",NA,"Cucu Mesa","2","PD",NA,NA,NA,"blue oak",NA
"255",1478,"Low",NA,"Cucu Mesa","3","MD",NA,1.54615384615385,NA,"blue oak",NA
"256",1478,"Low",NA,"Cucu Mesa","3","PD",NA,NA,NA,"blue oak",NA
"257",1478,"Low",NA,"Cucu Mesa",NA,"MD",NA,NA,NA,"blue oak",NA
"258",1478,"Low",NA,"Cucu Mesa",NA,"PD",NA,1.74375600384246,NA,"blue oak",NA
"259",20,"High",10,"Cucu Mesa","1","MD",NA,1.40983606557377,2.45,"LEU",2022-03-08
"260",20,"High",10,"Cucu Mesa","1","PD",NA,2.26625,1.19,"LEU",2022-03-08
"261",20,"High",10,"Cucu Mesa","2","MD",NA,1.08354430379747,1.97,"LEU",2022-03-08
"262",20,"High",10,"Cucu Mesa","2","PD",NA,2.63653846153846,1.17,"LEU",2022-03-08
"263",20,"High",10,"Cucu Mesa","3","MD",NA,1.46666666666667,2.02,"LEU",2022-03-08
"264",20,"High",10,"Cucu Mesa","3","PD",NA,2.33626373626374,1.06,"LEU",2022-03-08
"265",20,"High",10,"Cucu Mesa","4","MD",NA,1.04875,2.21,"LEU",2022-03-08
"266",20,"High",10,"Cucu Mesa","4","PD",NA,1.95285714285714,1.61,"LEU",2022-03-08
"267",20,"High",10,"Cucu Mesa","5","MD",NA,0.902777777777778,2.064,"LEU",2022-03-08
"268",20,"High",10,"Cucu Mesa","5","PD",NA,2.21923076923077,1.02,"LEU",2022-03-08
"269",20,"High",10,"Cucu Mesa","6","MD",NA,0.992063492063492,2.14,"LEU",2022-03-08
"270",20,"High",10,"Cucu Mesa","6","PD",NA,2.42658227848101,1.08,"LEU",2022-03-08
"271",20,"High",10,"Cucu Mesa","7","MD",NA,0.320192307692308,2.14,"LEU",2022-03-08
"272",20,"High",10,"Cucu Mesa","7","PD",NA,2.23544303797468,1.39,"LEU",2022-03-08
"273",20,"High",10,"Cucu Mesa","8","MD",NA,NA,NA,"LEU",NA
"274",20,"High",10,"Cucu Mesa","8","PD",NA,2.14939759036145,1.24,"LEU",2022-03-08
"275",20,"High",14,"Cucu Mesa","1","MD",1.15,NA,1.45,"LEU",2022-04-04
"276",20,"High",14,"Cucu Mesa","1","PD",NA,NA,NA,"LEU",NA
"277",20,"High",14,"Cucu Mesa","2","MD",1.15,NA,1.45,"LEU",2022-04-04
"278",20,"High",14,"Cucu Mesa","2","PD",NA,NA,NA,"LEU",NA
"279",20,"High",15,"Cucu Mesa","1","MD",NA,1.08720930232558,2.013,"LEU",2022-04-13
"280",20,"High",15,"Cucu Mesa","1","PD",NA,NA,NA,"LEU",NA
"281",20,"High",15,"Cucu Mesa","2","MD",NA,1.09333333333333,1.801,"LEU",2022-04-13
"282",20,"High",15,"Cucu Mesa","2","PD",NA,NA,NA,"LEU",NA
"283",20,"High",15,"Cucu Mesa","3","MD",NA,1.08049535603715,2.415,"LEU",2022-04-13
"284",20,"High",15,"Cucu Mesa","3","PD",NA,NA,NA,"LEU",NA
"285",20,"High",15,"Cucu Mesa","4","MD",NA,1.20194174757282,2.221,"LEU",2022-04-13
"286",20,"High",15,"Cucu Mesa","4","PD",NA,NA,NA,"LEU",NA
"287",20,"High",15,"Cucu Mesa","5","MD",NA,1.25650557620818,1.921,"LEU",2022-04-13
"288",20,"High",15,"Cucu Mesa","5","PD",NA,NA,NA,"LEU",NA
